"ID","Label","Level","Implement"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_88_BrRight_","R.4[2].[t]*.[r][88]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_88_BrRight_.Term","R.4[2].[t]*.[r][88].Term ISOLATION MODE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_88_BrRight_.Definition","R.4[2].[t]*.[r][88].Definition When the ERTMS/ETCS on...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_89_BrRight_","R.4[2].[t]*.[r][89]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_89_BrRight_.Term","R.4[2].[t]*.[r][89].Term JURIDICAL DATA","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_89_BrRight_.Definition","R.4[2].[t]*.[r][89].Definition Data to record all act...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_90_BrRight_","R.4[2].[t]*.[r][90]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_90_BrRight_.Term","R.4[2].[t]*.[r][90].Term KERNEL","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_90_BrRight_.Definition","R.4[2].[t]*.[r][90].Definition The core of the ERTMS/...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_91_BrRight_","R.4[2].[t]*.[r][91]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_91_BrRight_.Term","R.4[2].[t]*.[r][91].Term KEY","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_91_BrRight_.Definition","R.4[2].[t]*.[r][91].Definition A predefined component...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_92_BrRight_","R.4[2].[t]*.[r][92]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_92_BrRight_.Term","R.4[2].[t]*.[r][92].Term LAST RELEVANT BALISE G...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_92_BrRight_.Definition","R.4[2].[t]*.[r][92].Definition The LRBG is used as a ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_93_BrRight_","R.4[2].[t]*.[r][93]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_93_BrRight_.Term","R.4[2].[t]*.[r][93].Term LEADING ENGINE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_93_BrRight_.Definition","R.4[2].[t]*.[r][93].Definition The engine in which a ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_94_BrRight_","R.4[2].[t]*.[r][94]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_94_BrRight_.Term","R.4[2].[t]*.[r][94].Term LEVEL","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_94_BrRight_.Definition","R.4[2].[t]*.[r][94].Definition Contracted form of APP...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_95_BrRight_","R.4[2].[t]*.[r][95]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_95_BrRight_.Term","R.4[2].[t]*.[r][95].Term LEVEL 0","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_95_BrRight_.Definition","R.4[2].[t]*.[r][95].Definition A level of ERTMS/ETCS ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_96_BrRight_","R.4[2].[t]*.[r][96]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_96_BrRight_.Term","R.4[2].[t]*.[r][96].Term LEVEL 1","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_96_BrRight_.Definition","R.4[2].[t]*.[r][96].Definition A level of ERTMS/ETCS ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_97_BrRight_","R.4[2].[t]*.[r][97]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_97_BrRight_.Term","R.4[2].[t]*.[r][97].Term LEVEL 2","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_97_BrRight_.Definition","R.4[2].[t]*.[r][97].Definition A level of ERTMS/ETCS ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_98_BrRight_","R.4[2].[t]*.[r][98]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_98_BrRight_.Term","R.4[2].[t]*.[r][98].Term LEVEL 3","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_98_BrRight_.Definition","R.4[2].[t]*.[r][98].Definition A level of ERTMS/ETCS ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_99_BrRight_","R.4[2].[t]*.[r][99]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_99_BrRight_.Term","R.4[2].[t]*.[r][99].Term LEVEL NTC","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_99_BrRight_.Definition","R.4[2].[t]*.[r][99].Definition A level of ERTMS/ETCS ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_100_BrRight_","R.4[2].[t]*.[r][100]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_100_BrRight_.Term","R.4[2].[t]*.[r][100].Term LEVEL TRANSITION ANNOU...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_100_BrRight_.Definition","R.4[2].[t]*.[r][100].Definition A Level Transition Ann...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_101_BrRight_","R.4[2].[t]*.[r][101]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_101_BrRight_.Term","R.4[2].[t]*.[r][101].Term LEVEL TRANSITION BORDER","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_101_BrRight_.Definition","R.4[2].[t]*.[r][101].Definition A location where the l...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_102_BrRight_","R.4[2].[t]*.[r][102]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_102_BrRight_.Term","R.4[2].[t]*.[r][102].Term LEVEL TRANSITION INFOR...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_102_BrRight_.Definition","R.4[2].[t]*.[r][102].Definition This term is used for ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_103_BrRight_","R.4[2].[t]*.[r][103]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_103_BrRight_.Term","R.4[2].[t]*.[r][103].Term LEVEL TRANSITION ORDER","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_103_BrRight_.Definition","R.4[2].[t]*.[r][103].Definition This term is used for ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_104_BrRight_","R.4[2].[t]*.[r][104]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_104_BrRight_.Term","R.4[2].[t]*.[r][104].Term LIFECYCLE COST (SYSTEM)","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_104_BrRight_.Definition","R.4[2].[t]*.[r][104].Definition The sum of the costs s...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_105_BrRight_","R.4[2].[t]*.[r][105]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_105_BrRight_.Term","R.4[2].[t]*.[r][105].Term LIFECYCLE (SYSTEM)","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_105_BrRight_.Definition","R.4[2].[t]*.[r][105].Definition The activities occurri...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_106_BrRight_","R.4[2].[t]*.[r][106]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_106_BrRight_.Term","R.4[2].[t]*.[r][106].Term LIMITED SUPERVISION MODE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_106_BrRight_.Definition","R.4[2].[t]*.[r][106].Definition ERTMS/ETCS on-board eq...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_107_BrRight_","R.4[2].[t]*.[r][107]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_107_BrRight_.Term","R.4[2].[t]*.[r][107].Term LIMIT OF AUTHORITY","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_107_BrRight_.Definition","R.4[2].[t]*.[r][107].Definition The place beyond which...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_108_BrRight_","R.4[2].[t]*.[r][108]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_108_BrRight_.Term","R.4[2].[t]*.[r][108].Term LINE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_108_BrRight_.Definition","R.4[2].[t]*.[r][108].Definition A continuous section o...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_109_BrRight_","R.4[2].[t]*.[r][109]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_109_BrRight_.Term","R.4[2].[t]*.[r][109].Term LINE SIDE ELECTRONIC UNIT","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_109_BrRight_.Definition","R.4[2].[t]*.[r][109].Definition A device for communica...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_110_BrRight_","R.4[2].[t]*.[r][110]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_110_BrRight_.Term","R.4[2].[t]*.[r][110].Term LINE SIDE EQUIPMENT","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_110_BrRight_.Definition","R.4[2].[t]*.[r][110].Definition see Trackside Equipment.","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_111_BrRight_","R.4[2].[t]*.[r][111]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_111_BrRight_.Term","R.4[2].[t]*.[r][111].Term LINKING","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_111_BrRight_.Definition","R.4[2].[t]*.[r][111].Definition A functionality to pro...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_112_BrRight_","R.4[2].[t]*.[r][112]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_112_BrRight_.Term","R.4[2].[t]*.[r][112].Term LINKING DISTANCE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_112_BrRight_.Definition","R.4[2].[t]*.[r][112].Definition The distance between a...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_113_BrRight_","R.4[2].[t]*.[r][113]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_113_BrRight_.Term","R.4[2].[t]*.[r][113].Term LINKING INFORMATION","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_113_BrRight_.Definition","R.4[2].[t]*.[r][113].Definition Data defining the dist...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_114_BrRight_","R.4[2].[t]*.[r][114]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_114_BrRight_.Term","R.4[2].[t]*.[r][114].Term LOCAL TIME","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_114_BrRight_.Definition","R.4[2].[t]*.[r][114].Definition The time for ordinary ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_115_BrRight_","R.4[2].[t]*.[r][115]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_115_BrRight_.Term","R.4[2].[t]*.[r][115].Term LOOP","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_115_BrRight_.Definition","R.4[2].[t]*.[r][115].Definition Track mounted device f...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_116_BrRight_","R.4[2].[t]*.[r][116]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_116_BrRight_.Term","R.4[2].[t]*.[r][116].Term LOOP MESSAGE FORMAT","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_116_BrRight_.Definition","R.4[2].[t]*.[r][116].Definition The format for transmi...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_117_BrRight_","R.4[2].[t]*.[r][117]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_117_BrRight_.Term","R.4[2].[t]*.[r][117].Term LOOP TRANSMISSION MODULE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_117_BrRight_.Definition","R.4[2].[t]*.[r][117].Definition A module (inside the E...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_118_BrRight_","R.4[2].[t]*.[r][118]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_118_BrRight_.Term","R.4[2].[t]*.[r][118].Term MAIN SIGNAL","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_118_BrRight_.Definition","R.4[2].[t]*.[r][118].Definition A fixed signal intende...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_119_BrRight_","R.4[2].[t]*.[r][119]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_119_BrRight_.Term","R.4[2].[t]*.[r][119].Term MAINTAINABILITY","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_119_BrRight_.Definition","R.4[2].[t]*.[r][119].Definition","5","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_119_BrRight_.Definition._BrLeft_1_BrRight_","R.4[2].[t]*.[r][119].Definition.[1] The probability that a...","6","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_119_BrRight_.Definition._BrLeft_2_BrRight_","R.4[2].[t]*.[r][119].Definition.[2] (Definitions for other...","6","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_120_BrRight_","R.4[2].[t]*.[r][120]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_120_BrRight_.Term","R.4[2].[t]*.[r][120].Term MALFUNCTION","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_120_BrRight_.Definition","R.4[2].[t]*.[r][120].Definition A deviation from the s...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_121_BrRight_","R.4[2].[t]*.[r][121]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_121_BrRight_.Term","R.4[2].[t]*.[r][121].Term MANDATORY","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_121_BrRight_.Definition","R.4[2].[t]*.[r][121].Definition When it is compulsory ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_122_BrRight_","R.4[2].[t]*.[r][122]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_122_BrRight_.Term","R.4[2].[t]*.[r][122].Term MANUAL LEVEL CHANGE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_122_BrRight_.Definition","R.4[2].[t]*.[r][122].Definition Level transition initi...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_123_BrRight_","R.4[2].[t]*.[r][123]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_123_BrRight_.Term","R.4[2].[t]*.[r][123].Term MAY","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_123_BrRight_.Definition","R.4[2].[t]*.[r][123].Definition Is permissible.","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_124_BrRight_","R.4[2].[t]*.[r][124]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_124_BrRight_.Term","R.4[2].[t]*.[r][124].Term MAX SAFE FRONT END","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_124_BrRight_.Definition","R.4[2].[t]*.[r][124].Definition The maximum safe front...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_125_BrRight_","R.4[2].[t]*.[r][125]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_125_BrRight_.Term","R.4[2].[t]*.[r][125].Term MIN SAFE FRONT END","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_125_BrRight_.Definition","R.4[2].[t]*.[r][125].Definition The minimum safe front...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_126_BrRight_","R.4[2].[t]*.[r][126]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_126_BrRight_.Term","R.4[2].[t]*.[r][126].Term MESSAGE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_126_BrRight_.Definition","R.4[2].[t]*.[r][126].Definition The combination of app...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_127_BrRight_","R.4[2].[t]*.[r][127]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_127_BrRight_.Term","R.4[2].[t]*.[r][127].Term MINOR FAILURE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_127_BrRight_.Definition","R.4[2].[t]*.[r][127].Definition see Failure, Minor","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_128_BrRight_","R.4[2].[t]*.[r][128]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_128_BrRight_.Term","R.4[2].[t]*.[r][128].Term MISSION","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_128_BrRight_.Definition","R.4[2].[t]*.[r][128].Definition An objective descripti...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_129_BrRight_","R.4[2].[t]*.[r][129]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_129_BrRight_.Term","R.4[2].[t]*.[r][129].Term MISSION, ETCS","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_129_BrRight_.Definition","R.4[2].[t]*.[r][129].Definition","5","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_129_BrRight_.Definition._BrLeft_1_BrRight_","R.4[2].[t]*.[r][129].Definition.[1] Any train movement sta...","6","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_129_BrRight_.Definition._BrLeft_2_BrRight_","R.4[2].[t]*.[r][129].Definition.[2] The ETCS mission is en...","6","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_130_BrRight_","R.4[2].[t]*.[r][130]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_130_BrRight_.Term","R.4[2].[t]*.[r][130].Term MODE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_130_BrRight_.Definition","R.4[2].[t]*.[r][130].Definition An operating state of ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_131_BrRight_","R.4[2].[t]*.[r][131]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_131_BrRight_.Term","R.4[2].[t]*.[r][131].Term MOST RESTRICTIVE SPEED...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_131_BrRight_.Definition","R.4[2].[t]*.[r][131].Definition The speed which a trai...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_132_BrRight_","R.4[2].[t]*.[r][132]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_132_BrRight_.Term","R.4[2].[t]*.[r][132].Term MOVEMENT AUTHORITY","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_132_BrRight_.Definition","R.4[2].[t]*.[r][132].Definition Permission for a train...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_133_BrRight_","R.4[2].[t]*.[r][133]","4","FALSE"
